"Initiative Name","Item Name","PO Number","CMS Job No.","Total Quantity","Delivery Country","Quantity","No. of Pallets","Size of Pallet (h x w x d)","Assembled Product Size (h x w x d)","Outer Pack Size (h x w x d)","Artwork/Promotion","Claim","Artwork Version","Die Cut Version","Artwork Due date","Actual artwork received date","Artwork approved date","Requested Delivery date","Confirmed Delivery Date","Updated Delivery Date","Actual Date Delivered","CMS POD (Y/N)","GR (Y/N)","Invoiced (Y/N)","Labelling","Delivery Address","Booking In Details","Comments","Supplier","PDF downdloaded from Box.com","Approval from Box.com","Status","Orderer","Unit Cost (EUR)","Order Total (EUR)"
"Q3 Bulk Order - Masterbrand Snacks","022. 2 Tier CTU Body","","","","UK and ROI Cluster","1000","","","929.1mm wide x 480.2mm tall","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","022. 2 Tier CTU Body","","","","UK and ROI Cluster","250","","","929.1mm wide x 480.2mm tall","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","024. 2 Tier CTU Header (Generic)","","","","UK and ROI Cluster","1000","","","257.1mm wide x 440.3mm tall","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Masterbrand Snacks","024. 2 Tier CTU Header (Generic)","","","","UK and ROI Cluster","250","","","257.1mm wide x 440.3mm tall","","","","","","","2017-03-30T13:42:00.573Z","","","","","","","","","","ROI: Hawthorn Logistics Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Pringles","042. Pallet Sign","","","","Northern Europe Cluster","190","","","","","","","","","","2017-03-30T15:16:49.030Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Pringles","001. 24 Can FSDU Body","","","","UK and ROI Cluster","188","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-03-30T15:16:49.030Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Pringles","004. Multi Use FSDU Body","","","","UK and ROI Cluster","1143","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T15:16:49.030Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Pringles","006. Multi Use FSDU Header (Generic)","","","","UK and ROI Cluster","150","",""," 485mm (h) x 420mm (w)","500 x 500 x 10mm","","","","","","2017-03-30T15:16:49.030Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Pringles","018. Pallet Skirt - GB","","","","UK and ROI Cluster","329","","","UK: 150mm Height, 1010mm depth, 1210mm width (Made up)","45mm x 710mm x 160mm","","","","","","2017-03-30T15:16:49.030Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Pringles","021. Corner Board 3 Layer - packed in 4s (Pringles)","","","","UK and ROI Cluster","79","","","770mm (h) x 360mm (w) x 360mm (d)","Packed in sets of x4. Outer Carton size to be confirmed.","","","","","","2017-03-30T15:16:49.030Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Pringles","029. 10 Can Hanging Unit","","","","UK and ROI Cluster","194","","","1205mm (h) x185mm (w) x140 mm (d)","Packed in 5's:  TBC (h) x 270mm (w) x 100mm (d)

GB Packed individually:  TBC (h) x 270mm (w) x TBC (d)","","","","","","2017-03-30T15:16:49.030Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Special K Cereal","007. 3 Facing FSDU Body","","","","Southern Europe Cluster","150","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-03-30T13:45:17.730Z","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Special K Cereal","007. 3 Facing FSDU Body","","","","Southern Europe Cluster","822","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-03-30T13:45:17.730Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Special K Cereal","021. Full Pallet wrap Body - EURO","","","","Southern Europe Cluster","50","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","
900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-03-30T13:45:17.730Z","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Special K Cereal","035. Pallet Roll","","","","Southern Europe Cluster","80","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-03-30T13:45:17.730Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Special K Cereal","039. Corner Boards - packed in 4s","","","","Southern Europe Cluster","58","","","880mm (h) x 300mm (w) x 300mm (d)","900mm (h) x 625mm 9w) x 40mm (d)","","","","","","2017-03-30T13:45:17.730Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Special K Cereal","051. SELs","","","","Southern Europe Cluster","150","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-03-30T13:45:17.730Z","","","","","","","","","","Portugal, Luis Simoes Logistica Integrada","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order - Special K Cereal","051. SELs","","","","Southern Europe Cluster","822","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-03-30T13:45:17.730Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","004. Multi Use FSDU Body","","","","FraBeNeLux Cluster","204","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","006. Multi Use FSDU Header (Generic)","","","","FraBeNeLux Cluster","204","",""," 485mm (h) x 420mm (w)","500 x 500 x 10mm","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","016. Header on a Pole (Generic)","","","","FraBeNeLux Cluster","204","","","Header: 700mm (h) x 1170mm (w) x 70mm (d)
(as per cutter guide)

Poles:3 x 820mm (l) x 65mm (dia)
2x Poles with Spigot ends. Spigot measures 150mm. 

Base: 580mm (h) x 730mm (w)

Overall total height from the top of the header to floor is 2450mm.","","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","019. Pallet Skirt - EURO","","","","FraBeNeLux Cluster","204","","","Euro: 150mm Height, 810mm depth, 1210mm width (Made up)","45mm x 670mm x 170mm","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","France, SOFTMARKETING","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","003. 24 Can FSDU Header (Generic)","","","","Northern Europe Cluster","150","","","289mm (h) x 280mm (w)","Card Sleeve - please confirm final dimensions. Oversized header.","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","004. Multi Use FSDU Body","","","","Northern Europe Cluster","980","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","006. Multi Use FSDU Header (Generic)","","","","Northern Europe Cluster","1730","",""," 485mm (h) x 420mm (w)","500 x 500 x 10mm","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","017. Pallet Roll","","","","Northern Europe Cluster","100","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","020. Corner Board 3 Layer - bulk (Pringles)","","","","Northern Europe Cluster","1180","","","770mm (h) x 360mm (w) x 360mm (d)","","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","033. A2 Poster (Generic)","","","","Northern Europe Cluster","250","","","594mm (h) x 420mm (w)","Flat packed cartons not exeeding 1000mm square","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","037. Totem - 1.75m (Generic)","","","","Northern Europe Cluster","2240","","","1750mm (h) x 590mm (w)","630mm (h) x 450mm (w) x 50mm (d)
","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","040. Wobbler with Die Cut (Generic)","","","","Northern Europe Cluster","7150","","","148mm (h) x 108mm (w)","Filled A4 boxes","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","NE Germany, Move Elevator GmbH","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","001. 24 Can FSDU Body","","","","Southern Europe Cluster","200","","","1335mm (h) (1556mm including Header) x 270mm x 270mm"," 723mm (h) x 586mm (w) x 50mm (d)","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","014. Large Display Left and Right Sides - EURO","","","","Southern Europe Cluster","100","","","Front & Back: 1600mm (h) x 800mm (w) x 200mm (d)
(as per cutter guide)","","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","028. Gondola Side Panel","","","","Southern Europe Cluster","200","","","1920mm (h) x 500mm (w)","1000mm (h) x 520mm (w) x 25mm (d)","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","Spain, DSV Solutions","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","018. Pallet Skirt - GB","","","","UK and ROI Cluster","230","","","UK: 150mm Height, 1010mm depth, 1210mm width (Made up)","45mm x 710mm x 160mm","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","021. Corner Board 3 Layer - packed in 4s (Pringles)","","","","UK and ROI Cluster","188","","","770mm (h) x 360mm (w) x 360mm (d)","Packed in sets of x4. Outer Carton size to be confirmed.","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q3 Bulk Order 2017","041. SELS (x4 per pack)","","","","UK and ROI Cluster","746","","","100mm wide x 39mm tall","Packed in an Envolope / polybag (4 to a pack)","","","","","","2017-03-30T14:59:26.640Z","","","","","","","","","","UK: CPM","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","007. 3 Facing FSDU Body","","","","FraBeNeLux Cluster","110","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Belgium, Panama","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","007. 3 Facing FSDU Body","","","","FraBeNeLux Cluster","250","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Netherlands, Panama","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","001. Single cereal FSDU body","","","","MED Cluster","80","","","1400mm (h) x 280mm (w) x 300mm (d)","770mm (h) x 615mm (w) x 35mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","004. Multi Use FSDU Body","","","","MED Cluster","120","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Greece: Atlanta SA","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","004. Multi Use FSDU Body","","","","MED Cluster","20","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","004. Multi Use FSDU Body","","","","MED Cluster","40","","","1382mm (h) x 412mm (w) x 316mm (d)

1795mm (h) including header","801mm (h) x 876mm (w) x 48mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","007. 3 Facing FSDU Body","","","","MED Cluster","50","","","Height including header: 1777mm
Height of unit (excluding header): 1414mm
Height of shelf: 313mm
Width of unit: 617mm
Depth of unit: 316mm
","New outer size: 886mm x 976mm x 58mm","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","013. 1/4 Pallet with Snacks Shelf Body","","","","MED Cluster","60","","","1470mm (h) x 600mm (w) x 400mm (d)","687mm (w) x 815mm (h)  x 68mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","013. 1/4 Pallet with Snacks Shelf Body","","","","MED Cluster","8","","","1470mm (h) x 600mm (w) x 400mm (d)","687mm (w) x 815mm (h)  x 68mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","017. 1/2 Pallet FSDU","","","","MED Cluster","50","","","930mm (h) x 800mm (w) x 600mm (d)","820mm (w) x 40mm (d) x 900mm (h)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","017. 1/2 Pallet FSDU","","","","MED Cluster","6","","","930mm (h) x 800mm (w) x 600mm (d)","820mm (w) x 40mm (d) x 900mm (h)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","021. Full Pallet wrap Body - EURO","","","","MED Cluster","40","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Iceland: Nói Síríus","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","021. Full Pallet wrap Body - EURO","","","","MED Cluster","6","","","EU: 1280mm (h) x 1200mm (d) x 800mm (w) (when made up)

890mm (h) without header","900mm (h) x 655mm (w) x 65mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","035. Pallet Roll","","","","MED Cluster","20","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Cyprus: Argosy Trading Company Limited","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
"Q4 Bulk Order - Masterbrand Cereal 2017","035. Pallet Roll","","","","MED Cluster","6","","","Image size (FRONT): 230mm (h) x 980mm (w)
Image size (BACK): 230mm (h) x 750mm (w)

Roll length: 19,600mm (19.6m) = 20 images long.","265mm (h) x 265mm (w) x 250mm (d)","","","","","","2017-07-21T09:28:22.717Z","","","","","","","","","","Malta: Charles Darmanin & Co Ltd","","","","","","Order Submitted","Laura.aitken@kellogg.com","0","0.00"
